DBA,ZIP,TYPE,CITY,YEAR_FIRST,YEAR_LAST,MONTH_FIRST,MONTH_LAST
ROCKY MOUNTAIN HIGH,80233.0,Med,Northglenn,2014,2015,12,11
ROCKY MOUNTAIN HIGH,80487.0,"Med, Rec",Steamboat Springs,2020,2020,8,9
ROCKY MOUNTAIN HIGH,81301.0,"Med, Rec",Durango,2014,2022,12,12
ROCKY MOUNTAIN HIGH,81623.0,"Med, Rec",Carbondale,2016,2022,9,4
ROCKY MOUNTAIN HIGH,81632.0,Med,Edwards,2014,2015,12,11
ROCKY MOUNTAIN HIGH DISPENSARY,81401.0,Med,Montrose,2014,2018,12,1
ROCKY MOUNTAIN HIGH PAIN MANAGEMENT INC,81632.0,Med,Edwards,2014,2014,7,6
ROCKY MOUNTAIN MEDICAL,80909.0,Med,Colorado Springs,2014,2022,12,11
ROCKY MOUNTAIN MIRACLES,80903.0,Med,Colorado Springs,2017,2018,9,9
ROCKY MOUNTAIN MIRACLES,80909.0,Med,Colorado Springs,2014,2017,12,5
ROCKY MOUNTAIN ORGANIC MEDICINE INC,80401.0,Med,Golden,2014,2021,12,1
ROCKY MOUNTAIN ORGANICS,80422.0,Rec,Black Hawk,2014,2022,12,12
ROCKY MOUNTAIN ORGANICS,80427.0,Rec,Central City,2015,2020,12,8
ROCKY MOUNTAIN ORGANICS ,80427.0,Rec,Central City,2020,2022,9,12
ROCKY MOUNTAIN REMEDIES,80487.0,"Med, Rec",Steamboat Springs,2014,2020,12,7
ROCKY ROAD AURORA,80017.0,Rec,Aurora,2015,2022,12,9
ROCKY ROAD AURORA,800144532.0,Rec,Aurora,2014,2015,12,4
ROCKY ROAD NORTH,80917.0,Med,Colorado Springs,2014,2015,12,10
ROCKY ROAD ORIGINAL,80910.0,Med,Colorado Springs,2016,2018,9,5
ROCKY ROAD ORIGINAL,80916.0,Med,Colorado Springs,2018,2022,8,12
ROCKY ROAD REMEDIES,80910.0,Med,Colorado Springs,2014,2017,1,5
ROCKY ROAD SOUTH,80910.0,Med,Colorado Springs,2017,2019,9,12
ROCKY ROAD SOUTH,80915.0,Med,Colorado Springs,2020,2022,8,12
ROCKY ROAD SOUTH,80916.0,Med,Colorado Springs,2020,2020,1,7
ROCKY ROAD THORNTON,80233.0,Rec,Thornton,2017,2022,9,12
ROCKY ROAD VAIL,81620.0,Rec,Avon,2014,2022,12,12
ROCKY ROAD WEST,80905.0,Med,Colorado Springs,2015,2020,12,7
ROCKY ROAD WEST,80906.0,Med,Colorado Springs,2014,2015,12,10
ROCKY ROAD WEST,80917.0,Med,Colorado Springs,2020,2022,8,9
ROCKY'S BEST,81067.0,Rec,Rocky Ford,2019,2020,11,11
ROCKYS BEST,81067.0,Rec,Rocky Ford,2020,2022,12,11
ROLLING STONED,80234.0,Rec,Northglenn,2014,2014,1,1
ROLLUP,80216.0,"Med, Rec",Denver,2018,2021,12,6
ROOT,80303.0,Rec,Boulder,2020,2020,5,6
ROOT 420,80905.0,Med,Colorado Springs,2016,2019,9,6
ROOT ORGANIC MMC,80303.0,Med,Boulder,2014,2022,2,3
ROOTED,81082.0,Rec,Trinidad,2016,2022,11,12
ROOTS RX,80461.0,Rec,Leadville,2014,2017,12,5
ROOTS RX,81230.0,Rec,Gunnison,2015,2020,12,11
ROOTS RX,81611.0,Rec,Aspen,2016,2018,9,3
ROOTS RX,81620.0,Rec,Avon,2014,2018,12,3
ROOTS RX,81621.0,Rec,Basalt,2016,2017,9,9
ROOTS RX,81632.0,Rec,Edwards,2016,2018,9,3
ROOTS RX,816219156.0,Rec,Basalt,2014,2016,12,4
ROOTSRX,80461.0,Rec,Leadville,2016,2022,1,10
ROOTSRX,80501.0,Rec,Longmont,2018,2018,4,9
ROOTSRX,81230.0,Rec,Gunnison,2017,2022,11,8
ROOTSRX,81611.0,Rec,Aspen,2018,2022,8,7
ROOTSRX,81620.0,Rec,Avon,2018,2022,8,7
ROOTSRX,81621.0,Rec,Basalt,2017,2022,11,8
ROOTSRX,81632.0,Rec,Edwards,2018,2022,8,12
ROSE BUD PRODUCTIONS,81001.0,"Rec, Med",Pueblo,2014,2016,12,4
ROSE BUD PRODUCTIONS,81006.0,Med,Pueblo,2014,2015,12,4
ROYAL ASSET MANAGEMENT,80219.0,Med,Denver,2019,2019,6,7
ROYAL RESIN,80219.0,"Med, Rec",Denver,2015,2019,12,2
Red Roots,80247.0,Rec,Denver,2022,2022,11,12
Reefer Madness,80210.0,"Med, Rec",Denver,2022,2022,8,12
Reefer Madness,80216.0,"Med, Rec",Denver,2022,2022,8,12
Rino Supply Company,80205.0,Med,Denver,2022,2022,11,12
Rocky Farms,81067.0,Med,Rocky Ford,2022,2022,11,12
Rocky Mountain Blaze,81007.0,Rec,Pueblo West,2022,2022,5,12
Rocky Mountain Cannabis,80442.0,Rec,Fraser,2022,2022,9,12
Rocky Mountain Cannabis,81230.0,Rec,Gunnison,2022,2022,10,12
Rocky Mountain Cannabis,81610.0,Rec,Dinosaur,2022,2022,9,12
Rocky Mountain Cannasol,81082.0,Rec,Trinidad,2022,2022,11,12
Rocky Mountain High,80202.0,Med,Denver,2022,2022,11,12
Rocky Mountain High,80204.0,Med,Denver,2022,2022,12,12
Rocky Mountain High,80216.0,Med,Denver,2022,2022,11,12
Rocky Mountain High,80223.0,Med,Denver,2022,2022,11,12
Rocky Mountain High,81301.0,Med,Durango,2014,2014,3,1
Rocky Mountain High,81623.0,Med,Carbondale,2015,2016,12,4
Rocky Road Aurora,80017.0,Rec,Aurora,2022,2022,10,12
Rocky Road West,80917.0,Med,Colorado Springs,2022,2022,11,12
Rocky Road on Las Vegas,80903.0,Med,Colorado Springs,2022,2022,7,12
RootsRX,81230.0,Rec,Gunnison,2022,2022,9,12
RootsRX,81611.0,Rec,Aspen,2022,2022,8,12
RootsRX,81620.0,Rec,Avon,2022,2022,8,12
RootsRX,81621.0,Rec,Basalt,2022,2022,9,12
RootsRx,80461.0,Rec,Leadville,2022,2022,11,12
SACRED SEED,80222.0,"Med, Rec",Denver,2014,2020,12,6
SAN JUAN STRAINS INC,81147.0,Rec,Pagosa Springs,2016,2022,9,11
SAN JUAN STRAINS INC,81230.0,Rec,Gunnison,2020,2022,4,11
SANTE,80223.0,Rec,Denver,2015,2017,12,5
SANTE,81301.0,Med,Durango,2014,2014,8,6
SANTE ALTERNATIVE WELLNESS,81301.0,"Med, Rec",Durango,2014,2022,12,10
SANTE ALTERNATIVE WELLNESS,813015437.0,Rec,Durango,2014,2015,12,10
SANTE? DENVER,80223.0,Med,Denver,2014,2014,3,3
SARGENT GREEN LEAF,80444.0,Med,Georgetown,2014,2016,12,4
SATICA,80231.0,Med,Denver,2014,2016,12,2
SATICA INC,80231.0,Rec,Denver,2015,2016,12,2
SCHWAZZE,81006.0,Rec,Pueblo,2020,2021,6,1
SCHWAZZE,81054.0,Rec,Las Animas,2020,2021,6,1
SCHWAZZE,81063.0,Rec,Ordway,2020,2021,6,4
SCHWAZZE,81067.0,Rec,Rocky Ford,2020,2021,6,1
SEDGWICK ALTERNATIVE RELIEF,80749.0,"Med, Rec",Sedgwick,2014,2020,12,6
SEED & SMITH,80027.0,Rec,Louisville,2021,2022,8,12
SEED & SMITH,80239.0,"Med, Rec",Denver,2018,2022,12,6
SENSE OF HEALING,80204.0,"Med, Rec",Denver,2014,2018,12,3
SENSE OF HEALING,80216.0,Med,Denver,2018,2018,5,5
SENSEMILLA GARDENS,80907.0,Med,Colorado Springs,2016,2016,5,7
SENSEMILLA GARDENS,80918.0,Med,Colorado Springs,2016,2016,5,7
SERENE WELLNESS,80438.0,Rec,Empire,2014,2022,12,11
SERENE WELLNESS FRASER,80442.0,"Med, Rec",Fraser,2014,2019,12,5
SERENE WELLNESS MEDICAL,80438.0,"Med, Rec",Empire,2015,2020,12,9
SERENE WELLNESS WINTER PARK,80482.0,Rec,Winter Park,2016,2022,9,12
SERGEANT GREEN LEAF,80444.0,"Rec, Med",Georgetown,2014,2019,12,10
SEVEN ONE NINE,81004.0,Rec,Pueblo,2017,2017,9,9
SEVEN-ONE-NINE,81004.0,"Med, Rec",Pueblo,2015,2020,12,4
SEVEN-ONE-NINE,81005.0,Rec,Pueblo,2018,2019,8,5
SILVER STEM FINE CANNABIS,80022.0,"Rec, Med",Commerce City,2019,2022,5,12
SILVER STEM FINE CANNABIS,80110.0,Rec,Sheridan,2019,2022,4,8
SILVER STEM FINE CANNABIS,80120.0,"Med, Rec",Littleton,2017,2022,9,12
SILVER STEM FINE CANNABIS,80209.0,Rec,Denver,2022,2022,5,12
SILVER STEM FINE CANNABIS,80211.0,Med,Denver,2022,2022,2,12
SILVER STEM FINE CANNABIS,80220.0,"Med, Rec",Denver,2015,2022,12,12
SILVER STEM FINE CANNABIS,80223.0,"Med, Rec",Denver,2017,2018,9,9
SILVER STEM FINE CANNABIS,80236.0,"Med, Rec",Denver,2015,2022,12,12
SILVER STEM FINE CANNABIS,80442.0,Rec,Fraser,2017,2022,9,12
SILVER STEM FINE CANNABIS,80466.0,"Med, Rec",Nederland,2017,2022,9,12
SILVER STEM FINE CANNABIS ,80466.0,Rec,Nederland,2016,2016,8,8
SILVERPEAK APOTHECARY,81611.0,"Med, Rec",Aspen,2014,2020,12,1
SILVERPEAK CORP,80027.0,Rec,Louisville,2020,2021,11,1
SILVERPEAK CORP,80205.0,"Med, Rec",Denver,2019,2020,11,8
SILVERPEAK CORP,80219.0,Rec,Denver,2020,2020,3,8
SILVERPEAK CORP,81601.0,Rec,Glenwood Springs,2021,2022,7,9
SILVERPEAK CORP,81611.0,"Rec, Med",Aspen,2020,2022,2,11
SILVERPEAK CORP,81635.0,Rec,Parachute,2021,2022,8,11
SILVERTON GREEN WORKS,81433.0,Rec,Silverton,2014,2022,12,12
SIMPLY PURE,80211.0,"Med, Rec",Denver,2015,2022,12,11
SIMPLY PURE EDIBLES,80223.0,Med,Denver,2018,2020,4,7
SINSEMILLA GARDENS,80907.0,Med,Colorado Springs,2016,2018,9,9
SINSEMILLA GARDENS,80918.0,Med,Colorado Springs,2016,2018,9,9
SKM,80436.0,"Med, Rec",Dumont,2016,2022,9,12
SKM; Pure Harvest Colorado,80436.0,Rec,Dumont,2021,2022,10,10
SKUNKED,80233.0,Rec,Thornton,2022,2022,6,12
SMOKE RINGS,81147.0,Rec,Pagosa Springs,2018,2022,12,12
SMOKED,80223.0,"Rec, Med",Denver,2016,2017,10,5
SMOKED COLORADO,80223.0,Med,Denver,2016,2016,10,10
SMOKED COLORADO INC,80223.0,Med,Denver,2015,2016,12,4
SMOKEY'S,80524.0,Med,Fort Collins,2014,2014,8,6
SMOKEY'S,80525.0,Rec,Fort Collins,2016,2022,9,3
SMOKEY'S,80631.0,"Med, Rec",Garden City,2014,2022,12,12
SMOKEY?S,80524.0,Med,Fort Collins,2014,2015,12,4
SMOKEY?S,80631.0,Med,Garden City,2014,2014,9,9
SMOKEYS,80524.0,Med,Fort Collins,2015,2015,9,8
SMOKEYS,80525.0,"Rec, Med",Fort Collins,2014,2022,12,12
SMOKEYS,80631.0,Rec,Garden City,2016,2022,9,1
SMOKIN GUN,80246.0,Rec,Glendale,2014,2015,12,11
SMOKIN GUN APOTHECARY,80246.0,Rec,Glendale,2021,2021,3,11
SMOKIN' COWBOY,80549.0,Rec,Wellington,2022,2022,11,11
SMOKINGUN APOTHECARY,80246.0,Rec,Glendale,2016,2021,9,12
SOCIAL CANNABIS,80221.0,Rec,Denver,2021,2022,9,8
SOCIAL CANNABIS,80239.0,Rec,Denver,2022,2022,3,12
"SOCO MMJ,",80907.0,Med,Colorado Springs,2015,2018,12,5
SOFA KING MEDICINAL WELLNESS PRODUCTS,80436.0,Med,Dumont,2015,2016,12,4
SOLACE MEDS,80525.0,"Med, Rec",Fort Collins,2014,2022,12,11
SOLACE MEDS BROADWAY,80210.0,Rec,Denver,2019,2022,9,11
SOLACE MEDS COLFAX,80220.0,Rec,Denver,2019,2022,9,11
SOLACE MEDS OF WHEAT RIDGE,80033.0,"Med, Rec",Wheat Ridge,2016,2022,9,11
SOLACE MEDS-BROADWAY,80210.0,Rec,Denver,2021,2021,1,12
SOMA,81230.0,Rec,Gunnison,2019,2022,11,10
SOMA WELLNESS CENTER,81224.0,Rec,Crested Butte,2014,2019,12,10
SOMA WELLNESS CENTER,81230.0,Rec,Gunnison,2018,2019,4,10
SOMA WELLNESS LOUNGE,80301.0,Med,Boulder,2014,2014,4,1
SOULSHINE MEDICAL CONSULTING,80424.0,Med,Breckenridge,2014,2015,12,4
SOUTH PARK FARMA,80022.0,"Med, Rec",Commerce City,2018,2022,4,12
SOUTH PARK FARMA,80448.0,Rec,Grant,2017,2022,9,7
SOUTHERN COLORADO CANNABIS CLUB,81133.0,"Rec, Med",Fort Garland,2015,2022,12,11
"SOUTHERN COLORADO CANNABIS CLUB,",81133.0,Rec,Fort Garland,2022,2022,11,11
SOUTHERN COLORADO THERAPEUTICS,81082.0,Rec,Trinidad,2015,2015,3,8
SOUTHWEST ALTERNATIVE CARE,80204.0,"Med, Rec",Denver,2014,2020,12,6
SOUTHWEST ALTERNATIVE CARE,80223.0,Med,Denver,2014,2015,12,8
SOUTHWEST ALTERNATIVE CARE FOX ST,80223.0,"Med, Rec",Denver,2015,2022,12,1
SOUTHWEST ALTERNATIVE CARE FOX ST.,80223.0,Med,Denver,2014,2014,9,9
SP CARBONDALE RETAIL,81623.0,Rec,Carbondale,2015,2017,12,5
SP DISTRIBUTION,81089.0,Rec,Walsenburg,2018,2019,12,9
SPARK,80216.0,Med,Denver,2014,2014,10,9
SPARK DISPENSARY,80216.0,"Med, Rec",Denver,2018,2022,8,9
SPARK DISPENSARY ,80216.0,Rec,Denver,2020,2022,9,8
SPARK Dispensary,80216.0,"Rec, Med",Denver,2022,2022,9,12
SPRINGS DISPO,80904.0,Med,Colorado Springs,2021,2022,11,12
STAINED GLASS INCORPORATED,80909.0,Med,Colorado Springs,2015,2020,12,6
STANDING AKIMBO,80211.0,Med,Denver,2015,2022,12,10
STAR BUDS,80016.0,Rec,Aurora,2021,2022,10,10
STAR BUDS,80022.0,Rec,Commerce City,2022,2022,5,6
STAR BUDS,80027.0,Rec,Louisville,2022,2022,5,6
STAR BUDS,80210.0,Med,Denver,2022,2022,1,10
STAR BUDS,80212.0,Med,Mountain View,2022,2022,5,6
STAR BUDS,80246.0,Rec,Glendale,2022,2022,1,11
STAR BUDS,80249.0,Rec,Denver,2021,2022,12,8
STAR BUDS,80260.0,Rec,Federal Heights,2021,2022,9,10
STAR BUDS,80301.0,Rec,Boulder,2022,2022,2,9
STAR BUDS,80303.0,Rec,Boulder,2022,2022,2,4
STAR BUDS,80503.0,Rec,Niwot,2021,2022,1,10
STAR BUDS,81005.0,Rec,Pueblo,2021,2022,5,12
STAR BUDS,81006.0,Rec,Pueblo,2021,2022,2,9
STAR BUDS,81007.0,Rec,Pueblo West,2021,2022,2,12
STAR BUDS,81054.0,Rec,Las Animas,2021,2022,2,11
STAR BUDS,81063.0,Rec,Ordway,2021,2022,2,11
STAR BUDS,81067.0,Rec,Rocky Ford,2021,2022,2,7
STAR BUDS ,80010.0,Rec,Aurora,2021,2022,10,10
STARBUDS,80010.0,Rec,Aurora,2014,2020,12,8
STARBUDS,80016.0,Rec,Aurora,2017,2021,11,9
STARBUDS,80022.0,Rec,Commerce City,2016,2022,9,4
STARBUDS,80027.0,Rec,Louisville,2015,2022,12,4
STARBUDS,80210.0,"Med, Rec",Denver,2014,2022,12,12
STARBUDS,80212.0,"Med, Rec",Mountain View,2019,2022,11,6
STARBUDS,80216.0,"Med, Rec",Denver,2014,2022,8,12
STARBUDS,80221.0,Rec,Denver,2015,2022,12,6
STARBUDS,80260.0,Rec,Federal Heights,2017,2021,11,8
STARBUDS,80501.0,Rec,Longmont,2018,2018,4,9
STARBUDS,80503.0,Rec,Longmont,2016,2021,9,1
STARBUDS,81005.0,Rec,Pueblo,2015,2021,12,4
STARBUDS,81007.0,Rec,Pueblo West,2016,2021,9,1
STARBUDS ,80010.0,Rec,Aurora,2020,2021,9,9
STARBUDS LONGMONT,80503.0,Rec,Longmont,2018,2020,4,12
STASH,81611.0,"Med, Rec",Aspen,2014,2018,12,5
STASH HOUSE,80211.0,"Med, Rec",Denver,2015,2021,12,9
STATION 2,80210.0,Rec,Denver,2020,2021,12,9
STATION 2,80219.0,"Med, Rec",Denver,2020,2022,9,11
STEEL CITY CANNABIS COMPANY,81007.0,Rec,Pueblo,2017,2018,9,3
STEEL CITY MEDS,81007.0,Med,Pueblo West,2014,2020,8,8
STELLAR CANNABIS CO,80232.0,Med,Lakewood,2018,2022,12,7
STEM BEACH,81004.0,Rec,Pueblo,2018,2019,4,2
STEM BEACH,81008.0,Rec,Pueblo,2019,2019,3,4
STICKY BUDS,80210.0,"Med, Rec",Denver,2014,2016,12,2
STICKY BUDS - COLFAX,80220.0,Rec,Denver,2014,2016,12,2
STICKY BUDS ALAMEDA,80223.0,"Med, Rec",Denver,2014,2016,12,2
STICKY BUDS BROADWAY,80210.0,"Med, Rec",Denver,2016,2019,9,8
STICKY BUDS COLFAX,80220.0,"Med, Rec",Denver,2014,2019,12,8
STICKY FINGERZ,80205.0,"Med, Rec",Denver,2017,2022,9,12
STICKY ICKY'S,81005.0,Rec,Pueblo,2020,2022,3,12
STICKY ICKYS,81005.0,Rec,Pueblo,2017,2020,9,2
STONY HILL BY TRU CANNABIS,80204.0,"Med, Rec",Denver,2016,2018,10,3
STRAWBERRY FIELDS,80231.0,"Med, Rec",Denver,2021,2022,4,12
STRAWBERRY FIELDS,80436.0,Rec,Dumont,2017,2022,9,12
STRAWBERRY FIELDS,81003.0,"Med, Rec",Pueblo,2016,2022,9,12
STRAWBERRY FIELDS,81008.0,Rec,Pueblo,2016,2022,9,11
STRAWBERRY FIELDS,81082.0,Rec,Trinidad,2016,2022,11,7
STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS,80904.0,Med,Colorado Springs,2014,2018,12,9
SUGARLOAF DISPENSARY,81082.0,Rec,Trinidad,2019,2022,6,12
SUITE 420,80239.0,Rec,Denver,2015,2016,12,4
SUMMIT MARIJUANA,80443.0,Rec,Frisco,2015,2015,12,11
SUMMIT WELLNESS,80205.0,"Med, Rec",Denver,2014,2014,7,6
SUN HOUSE,81201.0,Rec,Salida,2019,2022,8,1
SUN HOUSE,81224.0,Rec,Crested Butte,2018,2022,8,5
SUNNYSIDE DISPENSARY,80211.0,Med,Denver,2019,2019,6,12
SUNNYSIDE DISPENSERY,80211.0,Med,Denver,2016,2019,9,5
SUNNYSIDE DISPERSTRY,80211.0,Med,Denver,2015,2016,12,2
SUNRISE SOLUTIONS,80421.0,"Med, Rec",Bailey,2015,2022,12,11
"SUNRISE SOLUTIONS,",80421.0,"Med, Rec",Bailey,2014,2014,12,6
SWEET LEAF,80011.0,Rec,Aurora,2014,2019,12,4
SWEET LEAF,80205.0,"Med, Rec",Denver,2015,2018,12,5
SWEET LEAF,80207.0,Rec,Denver,2017,2018,9,5
SWEET LEAF,80210.0,Rec,Denver,2014,2014,12,12
SWEET LEAF,80211.0,"Med, Rec",Denver,2014,2018,8,5
SWEET LEAF,80212.0,"Med, Rec",Denver,2014,2018,12,5
SWEET LEAF,80216.0,Rec,Denver,2017,2018,9,5
SWEET LEAF,80219.0,"Med, Rec",Denver,2016,2018,9,5
SWEET LEAF,80220.0,Med,Denver,2015,2015,5,6
SWEET LEAF,80222.0,"Med, Rec",Denver,2015,2018,3,5
SWEET LEAF,80223.0,Rec,Denver,2016,2017,9,1
SWEET LEAF,80233.0,Rec,Thornton,2017,2020,9,5
SWEET LEAF,80260.0,"Med, Rec",Federal Heights,2016,2019,9,5
SWEET LEAF PIONEER,81631.0,"Med, Rec",Eagle,2014,2022,12,11
SWEET LEAF PIONEER CARBONDALE,81623.0,Rec,Carbondale,2015,2017,12,3
SWISS MEDICAL INDUSTRIES,80302.0,Med,Boulder,2014,2014,4,1
Sante' Alternative Wellness,81301.0,Rec,Durango,2022,2022,11,12
Seed & Smith,80239.0,"Med, Rec",Denver,2022,2022,7,12
Sensemilla Gardens,80907.0,Med,Colorado Springs,2016,2016,3,4
Sensemilla Gardens,80918.0,Med,Colorado Springs,2016,2016,3,4
Silver Stem Fine Cannabis,80110.0,Rec,Sheridan,2022,2022,9,12
Silver Stem Fine Cannabis,80120.0,Med,Littleton,2015,2017,12,5
Silver Stem Fine Cannabis,80236.0,"Med, Rec",Denver,2015,2015,6,7
Silver Stem Fine Cannabis,80466.0,"Med, Rec",Nederland,2015,2017,12,1
Silver Stem Fine Cannabis,80905.0,Med,Colorado Springs,2022,2022,12,12
Silver Stem Fine Cannabis,80918.0,Med,Colorado Springs,2022,2022,8,12
Simply Pure,80211.0,Rec,Denver,2022,2022,12,12
Smokey's,80525.0,Med,Fort Collins,2022,2022,11,12
Smokey's,80631.0,Med,Garden City,2022,2022,11,12
"SoCo MMJ,",80907.0,Med,Colorado Springs,2014,2015,12,8
Social Cannabis,80221.0,Rec,Denver,2022,2022,9,12
Soma,81230.0,Rec,Gunnison,2022,2022,11,12
South Park Farma,80448.0,Rec,Grant,2022,2022,8,12
Star Buds,80010.0,Rec,Aurora,2022,2022,11,12
Star Buds,80016.0,Rec,Aurora,2022,2022,11,12
Star Buds,80022.0,Rec,Commerce City,2022,2022,7,12
Star Buds,80027.0,Rec,Louisville,2022,2022,7,12
Star Buds,80210.0,Med,Denver,2022,2022,11,12
Star Buds,80212.0,"Med, Rec",Mountain View,2022,2022,7,12
Star Buds,80221.0,Rec,Denver,2022,2022,7,12
Star Buds,80246.0,Rec,Glendale,2022,2022,12,12
Star Buds,80260.0,Rec,Federal Heights,2022,2022,11,12
Star Buds,80301.0,Rec,Boulder,2022,2022,10,12
Star Buds,80503.0,Rec,Niwot,2022,2022,11,12
Star Buds,81006.0,Rec,Pueblo,2022,2022,10,12
Star Buds,81054.0,Rec,Las Animas,2022,2022,12,12
Star Buds,81063.0,Rec,Ordway,2022,2022,12,12
Star Buds,81067.0,Rec,Rocky Ford,2022,2022,8,12
Steel City Meds Medical Dispensary,81007.0,Med,Pueblo West,2021,2022,9,12
Stellar Cannabis Co.,80232.0,Med,Lakewood,2022,2022,11,12
Strawberry Fields,80231.0,Med,Denver,2022,2022,11,12
Strawberry Fields,81003.0,"Med, Rec",Pueblo,2015,2016,12,4
Strawberry Fields,81008.0,Rec,Pueblo,2022,2022,12,12
Strawberry Fields,81082.0,Rec,Trinidad,2022,2022,8,12
Sun House,81224.0,Rec,Crested Butte,2022,2022,10,12
Sun House,81301.0,Rec,Durango,2022,2022,11,12
Sweet Leaf,80222.0,Med,Denver,2016,2016,3,4
TASTEBUDZ,80022.0,Rec,Commerce City,2016,2016,5,4
TELLURIDE BUD COMPANY,81301.0,Rec,Durango,2018,2022,4,12
TELLURIDE BUD COMPANY,81302.0,Rec,Durango,2015,2018,12,3
TELLURIDE BUD COMPANY,81435.0,Rec,Telluride,2014,2022,3,12
TELLURIDE GREEN ROOM,81435.0,"Med, Rec",Telluride,2014,2022,12,12
TENDERFOOT HEALTH COLLECTIVE,81201.0,"Med, Rec",Salida,2014,2022,12,11
TERPS,80907.0,Med,Colorado Springs,2019,2022,4,9
TERPS,81007.0,"Med, Rec",Pueblo West,2019,2022,3,12
TERPS N PURPS,80209.0,Med,Denver,2016,2017,9,5
TERPS N' PURPS,80209.0,Med,Denver,2016,2016,8,8
TERRAPIN CARE STATION,80010.0,Rec,Aurora,2014,2022,12,11
TERRAPIN CARE STATION,80012.0,Rec,Aurora,2014,2022,12,11
TERRAPIN CARE STATION,80203.0,"Rec, Med",Denver,2016,2022,9,12
TERRAPIN CARE STATION,80302.0,"Med, Rec",Boulder,2014,2022,3,12
TERRAPIN CARE STATION,80303.0,"Med, Rec",Boulder,2014,2022,2,12
TERRAPIN CARE STATION,80501.0,Rec,Longmont,2018,2022,4,12
TESLA,80216.0,Med,Denver,2016,2022,9,11
TEST- GRINCH HOME SHOPPING,80401.0,Med,Golden,2019,2019,11,11
TETRA HYDRO CENTER,80231.0,Med,Denver,2014,2014,8,6
TETRAHYDRO CENTER,80231.0,"Med, Rec",Denver,2014,2015,12,11
TETRAHYDROCENTER,80231.0,"Med, Rec",Denver,2015,2019,12,8
THC AT PEORIA CROSSING,80239.0,Med,Denver,2016,2016,1,2
THC at PEORIA CROSSING,80239.0,Rec,Denver,2015,2015,5,10
THE 404,81003.0,Rec,Pueblo,2017,2022,9,11
THE 64 STORE,80905.0,Med,Colorado Springs,2016,2022,9,6
THE 64 STORE,80907.0,Med,Colorado Springs,2014,2016,12,4
THE 710 CLUB,80905.0,Med,Colorado Springs,2014,2015,12,3
THE ACCEPTUS GROUP,81301.0,Med,Durango,2014,2014,8,6
THE ALCHEMIST,81611.0,Rec,Aspen,2016,2016,9,8
THE AMERIGREEN COMPANY,80907.0,Med,Colorado Springs,2014,2016,12,4
THE APOTHEKE,80916.0,Med,Colorado Springs,2020,2022,9,8
THE BEACON,81321.0,"Rec, Med",Cortez,2014,2017,12,9
THE BEACON,81328.0,Rec,Mancos,2015,2017,12,9
THE BUD DEPOT,80540.0,"Med, Rec",Lyons,2014,2022,12,12
THE BUZZ,81082.0,Rec,Trinidad,2022,2022,12,12
THE CANARY'S SONG,80466.0,Med,Nederland,2014,2014,4,1
THE CANARY?S SONG,80466.0,Rec,Nederland,2014,2014,4,1
THE CANARYS SONG,80466.0,"Med, Rec",Nederland,2014,2015,12,4
THE CANNA CENTER,80915.0,Med,Colorado Springs,2014,2018,12,9
THE CANNABIS DEPOT,81008.0,Rec,Pueblo,2019,2022,5,12
THE CANNABIS DEPOT BOULDER,80301.0,Rec,Boulder,2021,2022,8,8
THE CANNABIS DEPOT III,81007.0,Rec,Pueblo West,2021,2022,10,11
THE CANNABIS DEPOT III,81008.0,Rec,Pueblo,2020,2021,9,9
THE CANNABIS DEPOT PUEBLO SOUTH,81003.0,Rec,Pueblo,2021,2022,4,8
THE CANNABIS STATION,80202.0,Med,Denver,2014,2016,12,4
THE CANNABIST CASTLE SUPERMARKET & DISPENSARY LOUNGE,81601.0,Rec,Glenwood Springs,2015,2015,7,8
THE CARE,80915.0,Med,Colorado Springs,2014,2022,12,12
THE CENTER,80224.0,"Med, Rec",Denver,2021,2022,3,12
THE CENTER,81623.0,Rec,Carbondale,2014,2015,12,3
THE CHRONIC BOUTIQUE,80903.0,Med,Colorado Springs,2017,2022,9,7
THE CHRONIC BOUTIQUE,80904.0,Med,Colorado Springs,2017,2022,9,7
THE CHRONIC BOUTIQUE,80909.0,Med,Colorado Springs,2017,2022,9,7
THE CHRONIC FACTORY,80223.0,Med,Denver,2021,2022,2,7
THE CLINIC,80210.0,Med,Denver,2014,2014,2,1
THE CLINIC CAPITAL HILL,80203.0,Med,Denver,2014,2014,5,5
THE CLINIC CAPITOL HILL,80203.0,"Med, Rec",Denver,2014,2015,4,4
THE CLINIC CAPITOL HILL,80239.0,"Med, Rec",Denver,2015,2016,12,4
THE CLINIC COLORADO,80210.0,"Med, Rec",Denver,2014,2016,12,2
THE CLINIC HIGHLANDS,80211.0,"Med, Rec",Denver,2014,2022,12,9
THE CLINIC ON COLFAX,80220.0,"Med, Rec",Denver,2014,2022,12,9
THE CLINIC ON COLORADO,80210.0,"Med, Rec",Denver,2016,2016,5,4
THE CLINIC ON COLORADO,80222.0,"Med, Rec",Denver,2016,2022,9,9
THE CLINIC ON COLORADO ,80222.0,Rec,Denver,2020,2022,9,9
THE CLINIC ON JEWELL,80228.0,Med,Lakewood,2014,2018,12,1
THE CLINIC ON WADSWORTH,80235.0,Med,Lakewood,2014,2022,12,9
THE CLINIC WADSWORTH,80235.0,Rec,Lakewood,2021,2022,4,6
